Артикул продавца	Название	Артикул WB	Размер	Предмет	Бренд	Регион	Время доставки	Итого заказов, шт	Итого заказов по товарам локально, шт	Итого заказов по товарам не локально, шт	Итого заказы по товарам не локально, %	Заказы со склада WB локально, шт	Заказы со склада WB не локально, шт	Заказы со склада WB не локально, %	Заказы Маркетплейс локально, шт	Заказы Маркетплейс не локально, шт	Заказы Маркетплейс не локально, %	Остатки склад WB, шт	Остатки МП, шт
Manyo_Galac_Vita_Serum	Отбеливающая сыворотка для лица с витамином С	198156472	-	Сыворотки	manyo	Кыргызстан	6д 15ч	1	0	1	100	0	1	100	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Дальневосточный и Сибирский	5д 19ч	88	1	87	99	1	87	99	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Северо-Западный	2д 13ч	73	0	73	100	0	73	100	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Центральный	1д 10ч	254	195	59	23	195	59	23	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Приволжский	1д 18ч	59	15	44	75	15	44	75	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Уральский	2д 13ч	34	6	28	82	6	28	82	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Южный и Северо-Кавказский	1д 12ч	80	58	22	28	58	22	28	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Беларусь	2д 2ч	19	0	19	100	0	19	100	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Казахстан	4д 15ч	7	0	7	100	0	7	100	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Армения	8д 7ч	2	0	2	100	0	2	100	0	0	0	0	0
PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	Корейские гидрогелевые маски для лица тонизирующие	226115248	-	Маски гидрогелевые	Petitfee	Кыргызстан	6д 1ч	2	0	2	100	0	2	100	0	0	0	0	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Дальневосточный и Сибирский	3д 19ч	117	0	117	100	0	117	100	0	0	0	0	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Южный и Северо-Кавказский	1д 19ч	129	69	60	47	69	54	42	0	6	5	19	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Северо-Западный	2д 3ч	61	2	59	97	2	59	97	0	0	0	10	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Приволжский	1д 13ч	82	47	35	43	47	34	41	0	1	1	36	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Уральский	1д 23ч	40	15	25	63	15	25	63	0	0	0	14	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Центральный	1д 5ч	319	302	17	5	298	17	5	4	0	0	67	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Беларусь	1д 19ч	10	0	10	100	0	10	100	0	0	0	0	0
DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	Шампунь для волос женский и бальзам c черным чесноком набор	214305722	-	Шампуни	DEOPROCE	Казахстан	3д 2ч	3	0	3	100	0	3	100	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Беларусь	1д 17ч	102	1	101	99	1	101	99	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Дальневосточный и Сибирский	3д 13ч	57	0	57	100	0	57	100	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Северо-Западный	1д 23ч	60	11	49	82	11	49	82	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Приволжский	1д 13ч	101	55	46	46	55	46	46	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Южный и Северо-Кавказский	1д 17ч	59	31	28	47	31	28	47	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Уральский	1д 13ч	41	23	18	44	23	18	44	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Центральный	1д 5ч	191	177	14	7	177	14	7	0	0	0	0	0
sBotW200	Робот мойщик окон с распылением мощный	152115510	-	Роботы-стеклоочистители	SKL TECH	Казахстан	3д 17ч	3	0	3	100	0	3	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Дальневосточный и Сибирский	5д 10ч	124	3	121	98	3	121	98	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Южный и Северо-Кавказский	1д 20ч	173	116	57	33	116	57	33	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Беларусь	1д 19ч	31	0	31	100	0	31	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Северо-Западный	1д 17ч	49	18	31	63	18	31	63	0	0	0	3	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Приволжский	1д 10ч	101	73	28	28	73	28	28	0	0	0	12	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Центральный	1д 4ч	224	204	20	9	204	20	9	0	0	0	160	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Уральский	1д 15ч	49	34	15	31	34	15	31	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Казахстан	4д 5ч	5	0	5	100	0	5	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Узбекистан	7д 8ч	2	0	2	100	0	2	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Армения	13д 2ч	1	0	1	100	0	1	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Грузия	7д 0ч	1	0	1	100	0	1	100	0	0	0	0	0
CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	Успокаивающие тонер пэды для лица с кислотами	551607905	-	Пэды косметические	Celimax	Кыргызстан	7д 19ч	1	0	1	100	0	1	100	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Дальневосточный и Сибирский	5д 13ч	82	1	81	99	1	81	99	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Северо-Западный	2д 12ч	76	0	76	100	0	76	100	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Южный и Северо-Кавказский	1д 15ч	133	88	45	34	88	45	34	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Уральский	2д 9ч	55	16	39	71	16	39	71	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Центральный	1д 4ч	351	322	29	8	322	29	8	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Приволжский	1д 14ч	56	35	21	38	35	21	38	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Беларусь	2д 0ч	15	0	15	100	0	15	100	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Армения	9д 3ч	4	0	4	100	0	4	100	0	0	0	0	0
PETITFEE - Gold Hydrogel Mask Pack [5pcs]	Маски для лица с золотом	226114935	-	Маски гидрогелевые	Petitfee	Казахстан	6д 1ч	2	0	2	100	0	2	100	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Северо-Западный	2д 9ч	65	0	65	100	0	65	100	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Центральный	1д 10ч	280	215	65	23	215	65	23	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Дальневосточный и Сибирский	3д 18ч	59	1	58	98	1	58	98	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Уральский	2д 1ч	46	7	39	85	7	39	85	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Приволжский	1д 12ч	116	84	32	28	84	32	28	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Южный и Северо-Кавказский	1д 10ч	140	116	24	17	116	24	17	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Беларусь	1д 23ч	21	0	21	100	0	21	100	0	0	0	0	0
EKEL Ampoule Toner Collagen 150ml	Увлажняющий тоник для лица с коллагеном ампульный	190160197	-	Тоники	EKEL	Казахстан	6д 7ч	4	0	4	100	0	4	100	0	0	0	0	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Дальневосточный и Сибирский	4д 16ч	110	0	110	100	0	110	100	0	0	0	0	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Северо-Западный	2д 0ч	102	27	75	74	27	75	74	0	0	0	13	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Южный и Северо-Кавказский	1д 16ч	135	95	40	30	95	40	30	0	0	0	0	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Приволжский	1д 12ч	66	39	27	41	39	27	41	0	0	0	39	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Беларусь	1д 13ч	17	0	17	100	0	17	100	0	0	0	0	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Казахстан	3д 13ч	13	0	13	100	0	13	100	0	0	0	0	0
JMSOLUTION - Mask Pack Disney	Набор корейских тканевых масок для лица 10 шт	214964091	-	Маски тканевые косметические	JMSolution	Уральский	1д 15ч	45	32	13	29	32	13	29	0	0	0	1	0
